cmt_col,labels,length,processed_text
"Chiếm đoạt tiền dân thôi. Giờ toàn thề thốt chơi chữ. ""tặng quà"" chứ không phải là hối lộ. Thằng cựu bộ trưởng đổ thằng thứ trưởng, thằng thứ trưởng đổ thằng bộ trưởng. Một lũ lãnh đạo mà thua thằng giang hồ ra tòa hay những người chân chính bị bắt vì ""chống phá chế độ""",1.0,270,"chiếm_đoạt tiền dân thôi . giờ toàn thề_thốt chơi_chữ . "" tặng quà "" chứ không phải là hối_lộ . thằng cựu bộ_trưởng đổ thằng thứ_trưởng , thằng thứ_trưởng đổ thằng bộ_trưởng . một lũ lãnh_đạo mà thua thằng giang_hồ ra tòa hay những người chân_chính bị bắt vì "" chống_phá chế_độ """
vì cả người cầm quyền của đất nước còn khốn nạn thì dân có là gì,2.0,64,vì cả người cầm_quyền của đất_nước còn khốn_nạn thì dân có là gì
So cái địt mẹ mày bắt vậy thì về bắt tôm bắt tép đi,2.0,51,so cái địt_mẹ mày bắt_vậy thì về bắt tôm bắt tép đi
sao cái vụ bỏ con chưa thấy lên tiếng,0.0,37,sao cái vụ bỏ con chưa thấy lên_tiếng
con cu m nha,1.0,12,con cu m nha
tuyển thủ top thách đấu bảo lỗi Cỡ ông chắc chưa đc đụng nó nữa mà chê,0.0,70,tuyển_thủ top thách đấu bảo lỗi cỡ ông chắc chưa được đụng nó nữa mà chê
trước đó nữa ô ơi?,0.0,18,trước đó nữa ô ơi ?
Ở Việt Nam chỉ có độ tày và độ phùng thôi nhá,0.0,45,ở việt nam chỉ có độ tày và độ phùng thôi nhá
Đĩ mẹ nó lại hỏng mạng🙂,1.0,23,đĩ mẹ nó lại hỏng mạng 🙂
Cô ba vàng ngọc nghe mắt cười vc đồ thứ nước rửa cầu tiêu mà tưởng mình là sân siêu bột kết.Nói chuyện đéo biết nhục tí nào?Cô Ba Vàng Mã hahahaha,2.0,146,cô ba vàng_ngọc nghe mắt cười vc đồ thứ nước rửa cầu_tiêu mà tưởng mình là sân siêu bột kết . nói_chuyện đéo biết nhục tí nào ? cô ba vàng_mã hahahaha
Thằng làm nghề giáo dục cuồng like .,1.0,36,thằng làm nghề giáo_dục cuồng like .
hhhh t buồn cười thật nhìn t dóng mượn đt mẹ như m ko nhỉ hhh,0.0,61,hhhh t buồn_cười thật nhìn t dóng mượn đt mẹ như m không nhỉ hhh
Trẻ trâu đóng film hài hả 🙂,1.0,27,trẻ trâu đóng film hài hả 🙂
uôi a à :)),0.0,11,uôi a à : ) )
Đ.m thằng ad lại dùng IE rồi =))),1.0,33,đ . m thằng admin lại dùng ie rồi = ) ) )
Đứng đầu mẫu nghi thiên hạ,0.0,26,đứng đầu mẫu nghi thiên_hạ
"sợ ghê thử nói coi nghe chút đi nào, xem ai đó lên hầu toà ko nhé ,",0.0,67,"sợ ghê thử nói coi nghe chút đi nào , xem ai đó lên hầu toà không nhé ,"
Do chú đánh ngu anti có làm j đâu cũng đổ thừa đc,1.0,49,do chú đánh ngu anti có làm gì đâu cũng đổ_thừa được
rên như con chó,1.0,15,rên như con chó
Mày đi ăn cứt đi chứ sủa chi hoài z,2.0,35,mày đi ăn cứt đi chứ sủa chi hoài z
Tuyệt ạ,0.0,7,tuyệt ạ
"Tân cùng của sự khốn nạn, giỏi ra mà cướp ngân hàng, mấy chục tiền lẻ mà cũng gọi là đi cướp, hèn hạ thế",2.0,104,"tân cùng của sự khốn_nạn , giỏi ra mà cướp ngân_hàng , mấy chục tiền_lẻ mà cũng gọi là đi cướp , hèn_hạ_thế"
"Ảnh đầu thì chụp tên, thằng quyền nó dân Miền Bắc, ảnh thứ 2 có chữ zậy nhưng lại đ có ảnh nền của nó =)) bố cắt cái ảnh khác ghép vào. bố thằng đần độn. Loại ĐCT rách của mày ngu lắm =)) xuống rank vàng 2/17 kêu làm game khó hơn bla bla rồi trái lane ""v",2.0,254,"ảnh đầu thì chụp tên , thằng quyền nó dân miền bắc , ảnh thứ 2 có chữ zậy nhưng lại đ có ảnh nền của nó = ) ) bố cắt cái ảnh khác ghép vào . bố thằng đần_độn . loại đct rách của mày ngu lắm = ) ) xuống rank vàng 2 / 17 kêu làm game khó hơn bla bla rồi trái lane "" v"
Nhìn mặt ông bà là biết rồi. Mong pháp luật xử nặng tay vào,1.0,59,nhìn mặt ông_bà là biết rồi . mong pháp_luật xử nặng_tay vào
https://www.facebook.com/iigiz3 fb này mới real này mấy ông =)),0.0,63,fb này mới real này mấy ông = ) )
Bạn nữ giọng tuyệt vời đấy kk,0.0,29,bạn nữ giọng tuyệt_vời đấy kk
"Ở nhà giúp mẹ giúp cha , cực kì thuyết phục mã cha chúng mày",2.0,60,"ở nhà giúp mẹ giúp cha , cực_kì thuyết_phục mã cha chúng_mày"
Mày bắt kiểu gì đấy? Có bằng cấp gì không đấy?,0.0,46,mày bắt kiểu gì đấy ? có bằng_cấp gì không đấy ?
Xin đéo:)),1.0,10,xin đéo : ) )
Bùn nhở,0.0,7,bùn nhở
"Tụi mày tuổi lồn, nói thế cho nó vuông",2.0,38,"tụi mày tuổi lồn , nói thế cho nó vuông"
"loại chó, vậy mày phải ra làm 1 lần mới biết, loại máy gặp đầu tạo đánh đo",2.0,74,"loại chó , vậy mày phải ra làm 1 lần mới biết , loại máy gặp đầu tạo đánh đo"
Địt mẹ lũ chó bán nước,2.0,22,địt_mẹ lũ chó bán_nước
Ông đang phát mát đội tuyển việt nam rồi,0.0,40,ông đang phát mát đội_tuyển việt nam rồi
MiMi Nguyen z cho an toàn nhe cưng,0.0,34,mimi nguyen z cho an_toàn nhe cưng
Mấy thằng hàn nó k sang nó vả cho nhỉ,0.0,37,mấy thằng hàn nó không sang nó vả cho nhỉ
Cảnh giác không có mê trai gặp là sắp lại buôn chuyện mất cảnh giác mát là bài học,0.0,82,cảnh_giác không có mê trai gặp là sắp lại buôn chuyện mất cảnh_giác mát là bài_học
"Thằng AD này, mày điên à",2.0,24,"thằng admin này , mày điên à"
Hương Quỳnh,0.0,11,hương quỳnh
Đeo xong lại kéo xuống,0.0,22,đeo xong lại kéo xuống
Ủa tưởng đủ 10k like gì đó bỏ game rồi sao giờ vẫn ytb nha ?,0.0,60,ủa tưởng đủ 10k like gì đó bỏ game rồi sao giờ vẫn ytb nha ?
Cày view video này đê mn cho lên top trending nào 🤪,0.0,51,cày view video này đê mọi người cho lên top trending nào 🤪
 dog boy,1.0,8,dog boy
Dm trọng tài Dm trọng tài Dm trọng tài,2.0,38,dm trọng_tài dm trọng_tài dm trọng_tài
Cà khịa đi xíu thầy vô chửi cm🤦,1.0,31,cà_khịa đi xíu thầy vô chửi cm 🤦
"coi như xong các cầu thủ không nên vui mừng quá sớm không khéo lại xôi hỏng bỏng không (lũ chúng nó tiền của nạn nhân chất độc da cam,trẻ em tàn tật,đồng bào lũ lụt,tiền trợ cấp xh",1.0,180,"coi như xong các cầu_thủ không nên vui_mừng quá sớm không_khéo lại xôi hỏng bỏng không ( lũ chúng_nó tiền của nạn_nhân chất_độc da_cam , trẻ_em tàn_tật , đồng_bào lũ_lụt , tiền trợ_cấp xh"
"Clm đanha bạc , chát sẽ lol, chịu rồi .",1.0,39,"clm đanha bạc , chát sẽ lol , chịu rồi ."
Sai 1 li đi một acc,0.0,19,sai 1 li đi một acc
"Đm nứng lòn ghê dị hà, ngta đánh đôi 3 đi đánh đôi heo, dừa lòn 🤣",1.0,65,"đm nứng lòn ghê dị hà , ngta đánh_đôi 3 đi đánh_đôi heo , dừa lòn 🤣"
"thuốc mê thì gây mê , thầy thì gây nứng 😀",1.0,41,"thuốc_mê thì gây_mê , thầy thì gây nứng 😀"
"Và,xe máy đả đi",0.0,15,"và , xe_máy đả đi"
Nhìn hãm lol quá,1.0,16,nhìn hãm lol quá
phuc phung tri giống cá giồ táp cứt chứ cá lóc đâu ra ^^,1.0,56,phuc phung tri giống cá giồ táp cứt chứ cá_lóc đâu ra ^ ^
Chó cắn áo rách dm nó cái xã hội này người thật thà thường bị thiệt thòi còn ke chôm cấp thì nho nho ngoài pháp luật sao những thể loại đấy ko bệnh tật ốm đau chết me nó hết đi,2.0,176,chó cắn áo rách dm nó cái xã_hội này người thật_thà thường bị thiệt_thòi còn ke chôm cấp thì nho nho ngoài pháp_luật sao những thể_loại đấy không bệnh_tật ốm_đau chết me nó hết đi
Tưởng xin lỗi là được à,0.0,23,tưởng xin_lỗi là được à
Tôi hiểu cảm giác lúc đó .,0.0,26,tôi hiểu cảm_giác lúc đó .
add e muốn mua cái này mua ở đâu ạ.,0.0,35,add e muốn mua cái này mua ở đâu ạ .
Chuyên môn đổ thừa,1.0,18,chuyên_môn đổ_thừa
Hoàng Minh Sơn Đức Hiếu mic bên kia chắc là tk nào đấy vừa chơi vừa chịch hsao ấy,0.0,81,hoàng minh sơn đức hiếu mic bên kia chắc là tk nào đấy vừa chơi vừa chịch hsao ấy
Biến mẹ mày đi,2.0,14,biến mẹ mày đi
Sry cc,1.0,6,sry cc
"Ca để làm bồ nhìn, pháp luật thì ko nghiêm minh",0.0,47,"ca để làm bồ nhìn , pháp_luật thì không nghiêm_minh"
Taooo đi top thì cái game nó dễ quá nên t đi rừng cho nó vui hiểu chưa m muốn lên rank thì câm cái mồm vào người ta còn gánh cho t nghe t cũng dell có tâm trạng đánh và t cũng éo muốn thằng em t gánh m m hiểu chưa,0.0,213,taooo đi top thì cái game nó dễ quá nên t đi rừng cho nó vui hiểu chưa m muốn lên rank thì câm cái mồm vào người_ta còn gánh cho t nghe t cũng dell có tâm_trạng đánh và t cũng éo muốn thằng em t gánh m m hiểu chưa
Người ta vi phạm thì người chịu trách nhiệm về mức phạt đưa ra chứ phương tiện hư ai chịu trách nhiệm ko hiểu,0.0,109,người_ta vi_phạm thì người chịu trách_nhiệm về mức phạt đưa ra chứ phương_tiện hư ai chịu trách_nhiệm không hiểu
di ngôn cuối cùng của thg đạo nhạc,0.0,34,di_ngôn cuối_cùng của thg đạo nhạc
Mình không ai theo đuổi nè hỡi các bạn thích cô gái có nhiều người theo đuổi :)),0.0,80,mình không ai theo_đuổi nè hỡi các bạn thích cô gái có nhiều người theo_đuổi : ) )
"Dkm phat ,noi nhu c",2.0,19,"dkm phat , noi nhu c"
Ngoc Chu đme đang ăn sáng 🙂,1.0,27,ngoc chu đme đang ăn sáng 🙂
Thang khung,2.0,11,thang khung
"TÂM THẦN CÓ THẦN LINH HƯỚNG DẪN ,DÁM LÀM .CHẾT NHÁT THÌ LÀM CHÓ ĐI ,LÀM NÔ LỆ ĐI .ÔNG TRỜI ĐANG RÂY ,LỰA LỘC AI LÀ CON ÔNG TRỜI TÀI ĐỨC VĂN VÕ TỪ BI BÁC ÁI RA LẢNH ĐẠO QUỐC GIA .AI LÀM ĐƯỢC ? TÔI VÀ ANH CHỊ .HÃY HANH ĐỘNG .TOÀN NGƯỜI VN NHÌN CHON LỰA ĐỦ TIÊU CHUẨN RA LÀM TỔNG THỐNG THAY ĐỔI CHẾ ĐỘ CSVN.",1.0,304,"tâm_thần có thần_linh hướng_dẫn , dám làm . chết nhát thì làm chó đi , làm nô_lệ đi . ông trời đang rây , lựa lộc ai là con ông trời tài_đức văn_võ từ_bi bác_ái ra lảnh đạo quốc_gia . ai làm được ? tôi và anh_chị . hãy hanh động . toàn người vn nhìn chon lựa đủ tiêu_chuẩn ra làm tổng_thống thay_đổi chế_độ csvn ."
so ba mày clm chó chết,2.0,22,so ba mày clm chó_chết
Yeu nhau ko bao giờ được dụ nha anh . Nhưng mà phải Liếm lôn nha a 🤣🤣🤣🤣🤣🤣,1.0,73,yeu nhau không bao_giờ được dụ nha anh . nhưng mà phải liếm lôn nha a 🤣 🤣 🤣 🤣 🤣 🤣
"Phương Dung Nguyễn chị chơi vậy, ai đ* chị",1.0,42,"phương dung nguyễn chị chơi vậy , ai đ * chị"
Là sao mình K hiểu sao cô gái ấy bỏ chay,0.0,40,là sao mình không hiểu sao cô gái ấy bỏ chay
Clm mày,2.0,7,clm mày
Cả sư đoàn anh ưii:v,0.0,20,cả sư_đoàn anh ưii : v
chết cụ mày đi,2.0,14,chết cụ mày đi
Fake nha trang cá nhân ổng bị sập rồi,0.0,37,fake nha trang cá_nhân ổng bị sập rồi
Minh Công nói thật bây gio tui ghét bọn hàn như ghét cức,1.0,56,minh công nói thật bây gio tui ghét bọn hàn như ghét cức
Nói gì thì nói ci kia k bít nta mà S đứng sát lmjv . Ai biu dựng xe k rút chìa khoá .,0.0,85,nói gì thì nói ci kia không bít nta mà s đứng sát lmjv . ai biu dựng xe không rút chìa_khoá .
":)) Con bố Phước nói đc mà đ làm được à, ngta khinh cho đấy",1.0,59,": ) ) con bố phước nói được mà đ làm được à , ngta khinh cho đấy"
Lỗi lầm cc,1.0,10,lỗi_lầm cc
người ta nguu chắc m ngáo nhỉ ? Fan ruồi sáng đỡ bô cho Rách 5 triệu,1.0,68,người_ta nguu chắc m ngáo nhỉ ? fan ruồi sáng đỡ bô cho rách 5 triệu
Vcl aatrox dùng chiêu trật hết xong đánh thường chết adc,0.0,56,vcl aatrox dùng chiêu trật hết xong đánh thường chết adc
Nhà dột từ nóc,1.0,14,nhà dột từ nóc
Ko khiên xin lỗi,0.0,16,không khiên xin_lỗi
Chắc Tiệp nghĩ Tiệp là hạng Thượng đẳng :)),1.0,43,chắc tiệp nghĩ tiệp là hạng thượng_đẳng : ) )
so so lốn cài,1.0,13,so so lốn cài
Đm dlv bơi hết vào đây,1.0,22,đm dlv bơi hết vào đây
Anh Trung Giả Kim 😂,0.0,19,anh trung giả kim 😂
T cày 1 đêm ct lên td cmnl đánh mãi 1 chỗ mà vẫn ancut được thêm cái m0m~ để cno ỉa vào đầu k thấy nhục,1.0,103,t cày 1 đêm ct lên td cmnl đánh mãi 1 chỗ mà vẫn ancut được thêm cái m0m ~ để cno ỉa vào đầu không thấy nhục
me may du,2.0,9,me may du
Nguyễn Việt Hưng https://www.facebook.com/iigiz3 Mời ae,0.0,55,nguyễn việt hưng mời anh_em
Sin lỗi ccccc,1.0,13,sin lỗi ccccc
Tiên tri gi gọi là tri thần kinh,1.0,32,tiên_tri gi gọi là tri thần_kinh
Lao gia KHUNG tien tri cai con C.,2.0,33,lao gia khung tien tri cai con c .
"Lộc đéo cmt là bác đc yên r. Lộc cmt cái bác \""lên\"" nóc nhà bắt con gà... Bãi đéo nào cũng có dấu răng của L :))",1.0,113,"lộc đéo cmt là bác được yên r . lộc cmt cái bác \ "" lên \ "" nóc nhà bắt con gà ... bãi đéo nào cũng có dấu răng của l : ) )"
Vinh Phan :)))))))))))) chán,0.0,28,vinh phan : ) ) ) ) ) ) ) ) ) ) ) ) chán
Địch mẹ,1.0,7,địch mẹ
có cl mà bồi thường,1.0,19,có cl mà bồi_thường
kệ cha chúng mày mọi việc đã có ĐẺNG và đám BÒ ĐỎ ÓC BÒ nó lo.,2.0,62,kệ cha chúng_mày mọi việc đã có đẻng và đám bò đỏ óc bò nó lo .
cái địt con mẹ m,2.0,16,cái địt con_mẹ m
chui ra khỏi hang rồi à,0.0,23,chui ra khỏi hang rồi à
 địt con mẹ mày,2.0,15,địt con_mẹ mày
nhìn thằng nguyễn mạnh nó cmt là hiểu fan dách nó như nào rồi =)) toàn lũ trẩu,1.0,78,nhìn thằng nguyễn mạnh nó cmt là hiểu fan dách nó như nào rồi = ) ) toàn lũ trẩu
Ho tran xuong,0.0,13,ho tran xuong
Con linh cá lóc xấu người lại xấu nết chưa ai có cái mồm xấu như con đó,2.0,71,con linh cá_lóc xấu người lại xấu nết chưa ai có cái mồm xấu như con đó
Việt Nam phải như Thái Lan cướp xe máy bằng tội cướp ngân hàng có như vậy Việt Nam mới ổn,0.0,89,việt nam phải như thái lan cướp xe_máy bằng tội cướp ngân_hàng có như vậy việt nam mới ổn
Bọn này mà bắt đc đâ mù bép chúng nó đi,1.0,39,bọn này mà bắt được đâ mù bép chúng_nó đi
"ngày xưa chưa làm lại map, ảnh pick con tướng op xong win mấy kèo tởm, xong ảnh bảo ảnh one champ cao thủ, nhưng ko có tư duy. cứ đè 1 lane đi thẳng mặc kệ tất cả",0.0,162,"ngày_xưa chưa làm lại map , ảnh pick con tướng op xong win mấy kèo tởm , xong ảnh bảo ảnh one champ cao_thủ , nhưng không có tư_duy . cứ đè 1 lane đi thẳng mặc_kệ tất_cả"
Thằng chó mày cút khỏi đất nước tao đi thằng chó đẻ,2.0,51,thằng chó mày cút khỏi đất_nước tao đi thằng chó_đẻ
Những vụ thế này c an không vào cuộc điều tra,0.0,45,những vụ thế này c an không vào_cuộc điều_tra
đúng trình tự là lên mạng viết stt chửi đổng,0.0,44,đúng trình_tự là lên mạng viết stt chửi_đổng
Sao thằng ku này chơi hay gào thét rồi nghiến răng nghiến lợi vậy nhỉ,0.0,69,sao thằng ku này chơi hay gào_thét rồi nghiến răng nghiến lợi vậy nhỉ
Xào lăn cũng ngon anh ạ :)),0.0,27,xào lăn cũng ngon anh ạ : ) )
Cực kì cái con mã mẹ tụi mày chứ thuyết phục 🤬,2.0,46,cực_kì cái con mã mẹ tụi mày chứ thuyết_phục 🤬
Tầm nhìn ko có,0.0,14,tầm nhìn không có
Vô cái đb,1.0,9,vô cái đb
Tổ Sư Bố Con Thần Kinh :))),2.0,27,tổ_sư bố con thần_kinh : ) ) )
"Hiến máu phải chờ xét nghiệm có kqua rồi mới đưa máu vào sử dụng. Đất nước văn minh, giống loài thượng đẳng đấy các bạn ạ 😢😢",1.0,124,"hiến máu phải chờ xét_nghiệm có kqua rồi mới đưa máu vào sử_dụng . đất_nước văn_minh , giống loài thượng đẳng đấy các bạn ạ 😢 😢"
